# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cycles:P'
# Event count (approx.): 1305366482
#
# Overhead  Command          Shared Object                     Symbol                                                                                                                                                                                                                                                              
# ........  ...............  ................................  ....................................................................................................................................................................................................................................................................
#
     0.05%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000001f2792
     0.05%  tracker-extract  libgobject-2.0.so.0.8000.0        [.] 0x000000000002c4f0
     0.05%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000554590
     0.05%  tracker-extract  [kernel.kallsyms]                 [k] anon_vma_clone
     0.05%  StreamTrans #24  firefox                           [.] malloc
     0.05%  Xorg             [kernel.kallsyms]                 [k] __kmalloc
     0.05%  InputThread      [kernel.kallsyms]                 [k] update_curr
     0.05%  irq/133-ELAN050  [kernel.kallsyms]                 [k] evdev_pass_values
     0.05%  swapper          [kernel.kallsyms]                 [k] psi_task_switch
     0.05%  nautilus         [kernel.kallsyms]                 [k] drm_prime_remove_buf_handle
     0.05%  gnome-terminal-  [kernel.kallsyms]                 [k] pty_write_room
     0.05%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002db865
     0.05%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000057d0d7
     0.05%  tracker-extract  libglib-2.0.so.0.8000.0           [.] strlen@plt
     0.05%  tracker-extract  ld-linux-x86-64.so.2              [.] 0x000000000000a622
     0.05%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055ff6a
     0.05%  StreamTrans #24  [kernel.kallsyms]                 [k] mangle_path
     0.05%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000580238
     0.05%  swapper          [kernel.kallsyms]                 [k] __do_softirq
     0.05%  Xorg             Xorg                              [.] 0x0000000000082be9
     0.05%  tracker-extract  [kernel.kallsyms]                 [k] __raw_spin_lock_irqsave
     0.05%  nautilus         iris_dri.so                       [.] 0x000000000016d11b
     0.05%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000025950f
     0.05%  nautilus         libglib-2.0.so.0.8000.0           [.] g_variant_type_peek_string
     0.05%  swapper          [kernel.kallsyms]                 [k] tick_nohz_get_sleep_length
     0.05%  swapper          [kernel.kallsyms]                 [k] tick_nohz_idle_enter
     0.05%  tracker-extract  libglib-2.0.so.0.8000.0           [.] 0x0000000000056995
     0.05%  pool-tracker-mi  [kernel.kallsyms]                 [k] clear_bhb_loop
     0.05%  Xorg             [kernel.kallsyms]                 [k] __mod_memcg_lruvec_state
     0.05%  StreamTrans #24  libc.so.6                         [.] 0x0000000000063e0a
     0.05%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000057d059
     0.05%  swapper          [kernel.kallsyms]                 [k] __irq_exit_rcu
     0.05%  swapper          [snd_hda_codec]                   [k] 0x000000000000f10c
     0.05%  nautilus         [kernel.kallsyms]                 [k] rep_movs_alternative
     0.05%  swapper          [kernel.kallsyms]                 [k] __wrgsbase_inactive
     0.05%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055cf55
     0.05%  nautilus         libc.so.6                         [.] __strxfrm_l
     0.05%  nautilus         libgtk-4.so.1.1400.2              [.] gtk_widget_measure
     0.05%  tracker-extract  libc.so.6                         [.] __argz_count
     0.05%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x000000000005e0da
     0.05%  nautilus         libgobject-2.0.so.0.8000.0        [.] 0x000000000003b5d4
     0.05%  StreamTrans #24  libc.so.6                         [.] 0x00000000000657a4
     0.05%  gnome-terminal-  [kernel.kallsyms]                 [k] __fdget
     0.05%  swapper          [kernel.kallsyms]                 [k] run_posix_cpu_timers
     0.05%  tracker-extract  [kernel.kallsyms]                 [k] rb_next
     0.05%  gnome-terminal-  libgdk-3.so.0.2409.32             [.] gdk_event_free
     0.05%  gnome-terminal-  libc.so.6                         [.] setdomainname
     0.05%  URL Classifier   libxul.so                         [.] 0x0000000006e3c822
     0.05%  URL Classifier   libxul.so                         [.] 0x00000000075c52a5
     0.05%  nautilus         libadwaita-1.so.0                 [.] 0x0000000000078aae
     0.05%  nautilus         libpangoft2-1.0.so.0.5200.1       [.] 0x000000000000d1f0
     0.05%  StreamTrans #24  libc.so.6                         [.] 0x000000000006402b
     0.05%  tracker-extract  libc.so.6                         [.] memcpy
     0.05%  nautilus         libgtk-4.so.1.1400.2              [.] 0x00000000002b4f85
     0.04%  irq/133-ELAN050  [kernel.kallsyms]                 [k] __wake_up_common
     0.04%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x0000000000555745
     0.04%  swapper          [idma64]                          [k] 0x0000000000000c10
     0.04%  Xorg             [kernel.kallsyms]                 [k] syscall_return_via_sysret
     0.04%  swapper          [kernel.kallsyms]                 [k] lapic_next_deadline
     0.04%  gnome-shell      [kernel.kallsyms]                 [k] copy_msghdr_from_user
     0.04%  StreamTrans #24  libc.so.6                         [.] 0x000000000008e6b8
     0.04%  gnome-shell      [kernel.kallsyms]                 [k] __fdget
     0.04%  gnome-shell      iris_dri.so                       [.] 0x000000000062e267
     0.04%  gdbus            libglib-2.0.so.0.8000.0           [.] g_bit_unlock
     0.04%  tracker-extract  ld-linux-x86-64.so.2              [.] 0x000000000000a5ca
     0.04%  swapper          [kernel.kallsyms]                 [k] rcu_preempt_deferred_qs
     0.04%  tracker-extract  [kernel.kallsyms]                 [k] filemap_map_pages
     0.04%  swapper          [kernel.kallsyms]                 [k] update_rt_rq_load_avg
     0.04%  StreamTrans #24  libc.so.6                         [.] 0x0000000000063fe0
     0.04%  nautilus         [kernel.kallsyms]                 [k] sock_poll
     0.04%  Xorg             [kernel.kallsyms]                 [k] mutex_lock
     0.04%  swapper          [kernel.kallsyms]                 [k] get_next_timer_interrupt
     0.04%  nautilus         libglib-2.0.so.0.8000.0           [.] g_str_hash
     0.04%  tracker-miner-f  [kernel.kallsyms]                 [k] eventfd_poll
     0.04%  swapper          [kernel.kallsyms]                 [k] _raw_spin_unlock_irqrestore
     0.04%  Xorg             [kernel.kallsyms]                 [k] drain_obj_stock
     0.04%  gnome-terminal-  [kernel.kallsyms]                 [k] ldsem_up_read
     0.04%  swapper          [kernel.kallsyms]                 [k] update_blocked_averages
     0.04%  gnome-shell      libc.so.6                         [.] memccpy
     0.04%  irq/133-ELAN050  [kernel.kallsyms]                 [k] call_function_single_prep_ipi
     0.04%  swapper          [kernel.kallsyms]                 [k] hrtimer_reprogram
     0.04%  gdbus            [kernel.kallsyms]                 [k] copy_iovec_from_user
     0.04%  swapper          [kernel.kallsyms]                 [k] nohz_balance_enter_idle
     0.04%  gnome-terminal-  [kernel.kallsyms]                 [k] __schedule
     0.04%  irq/133-ELAN050  [kernel.kallsyms]                 [k] __pm_runtime_suspend
     0.04%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002595ce
     0.04%  gnome-shell      [kernel.kallsyms]                 [k] reweight_entity
     0.04%  swapper          [kernel.kallsyms]                 [k] sysvec_apic_timer_interrupt
     0.04%  nautilus         libglib-2.0.so.0.8000.0           [.] g_markup_parse_context_parse
     0.04%  pool-tracker-mi  [kernel.kallsyms]                 [k] memset_orig
     0.04%  kworker/u32:4-e  [kernel.kallsyms]                 [k] mem_cgroup_css_rstat_flush
     0.04%  InputThread      [kernel.kallsyms]                 [k] check_stack_object
     0.04%  Xorg             [kernel.kallsyms]                 [k] __put_user_nocheck_4
     0.04%  irq/133-ELAN050  [kernel.kallsyms]                 [k] ep_poll_callback
     0.04%  tracker-extract  [kernel.kallsyms]                 [k] __mod_memcg_state
     0.04%  gnome-shell      [kernel.kallsyms]                 [k] ____sys_recvmsg
     0.04%  InputThread      [kernel.kallsyms]                 [k] try_to_wake_up
     0.04%  tracker-extract  libm.so.6                         [.] __cosf_ifunc
     0.04%  Xorg             iris_dri.so                       [.] 0x000000000017738f
     0.04%  InputThread      [kernel.kallsyms]                 [k] __raw_read_lock_irqsave
     0.04%  Isolated Web Co  [anon:js-executable-memory]       [.] 0x000000000001b589
     0.04%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x00000000002db777
     0.04%  gnome-shell      iris_dri.so                       [.] 0x0000000000fec870
     0.04%  swapper          [kernel.kallsyms]                 [k] select_task_rq_fair
     0.04%  irq/133-ELAN050  [kernel.kallsyms]                 [k] _raw_spin_unlock_irqrestore
     0.04%  gnome-shell      [kernel.kallsyms]                 [k] rep_movs_alternative
     0.04%  usb-storage      [kernel.kallsyms]                 [k] __kmalloc
     0.04%  firefox          libxul.so                         [.] 0x0000000003970a7b
     0.04%  swapper          [kernel.kallsyms]                 [k] notifier_call_chain
     0.04%  nautilus         libc.so.6                         [.] strncasecmp
     0.04%  swapper          [kernel.kallsyms]                 [k] i2c_dw_xfer_msg
     0.04%  tracker-miner-f  [kernel.kallsyms]                 [k] psi_group_change
     0.04%  jbd2/sda2-8      [kernel.kallsyms]                 [k] _raw_spin_trylock
     0.04%  firefox          libc.so.6                         [.] __errno_location
     0.04%  InputThread      [kernel.kallsyms]                 [k] dequeue_entity
     0.04%  tracker-extract  ld-linux-x86-64.so.2              [.] 0x000000000000c38a
     0.04%  Xorg             [kernel.kallsyms]                 [k] __kmalloc_node_track_caller
     0.04%  swapper          [kernel.kallsyms]                 [k] arch_cpu_idle_enter
     0.04%  Xorg             iris_dri.so                       [.] 0x000000000018ad54
     0.04%  tracker-miner-f  libglib-2.0.so.0.8000.0           [.] g_variant_n_children
     0.04%  firefox          libxul.so                         [.] 0x00000000029f1dd2
     0.04%  Xorg             [kernel.kallsyms]                 [k] copy_msghdr_from_user
     0.04%  gnome-shell      libglib-2.0.so.0.8000.0           [.] 0x000000000005b7e6
     0.04%  kworker/4:0-eve  [snd_hda_core]                    [k] 0x0000000000004a73
     0.04%  swapper          [kernel.kallsyms]                 [k] sched_ttwu_pending
     0.04%  swapper          [kernel.kallsyms]                 [k] hrtimer_start_range_ns
     0.04%  gnome-shell      libmozjs-115.so.115.10.0          [.] 0x000000000055cade
     0.04%  swapper          [kernel.kallsyms]                 [k] schedule_idle
     0.04%  swapper          [kernel.kallsyms]                 [k] __switch_to
     0.04%  firefox          libglib-2.0.so.0.7800.1           [.] g_variant_format_string_scan_type
     0.04%  InputThread      [kernel.kallsyms]                 [k] enter_lazy_tlb
     0.04%  tracker-extract  libc.so.6                         [.] __strcoll_l
     0.04%  gnome-shell      libc.so.6                         [.] 0x000000000009ffe4
     0.04%  InputThread      [kernel.kallsyms]                 [k] pipe_write
     0.04%  firefox          [anon:js-executable-memory]       [.] 0x0000000000006c40
     0.04%  tracker-miner-f  libc.so.6                         [.] 0x000000000018ab97
     0.04%  Xorg             [kernel.kallsyms]                 [k] __switch_to
     0.04%  gnome-terminal-  [kernel.kallsyms]                 [k] __copy_msghdr
     0.04%  mutter-x11-fram  libgobject-2.0.so.0.8000.0        [.] g_closure_ref
     0.04%  usb-storage      [kernel.kallsyms]                 [k] _raw_spin_lock_irq
     0.04%  gnome-shell      libmutter-14.so.0.0.0             [.] meta_multi_texture_get_n_planes
     0.04%  Xorg             [kernel.kallsyms]                 [k] __rcu_read_unlock
     0.04%  InputThread      libevdev.so.2.3.0                 [.] libevdev_next_event
     0.04%  Xorg             libc.so.6                         [.] iswgraph
     0.04%  Xorg             Xorg                              [.] miSpriteTrace
     0.04%  tracker-extract  [kernel.kallsyms]                 [k] filemap_get_entry
     0.04%  irq/133-ELAN050  [kernel.kallsyms]                 [k] cpupri_set
     0.03%  nautilus         libgtk-4.so.1.1400.2              [.] 0x00000000002bee23
     0.03%  gnome-shell      [kernel.kallsyms]                 [k] psi_group_change
     0.03%  firefox          libc.so.6                         [.] 0x0000000000198db5
     0.03%  gnome-shell      libglib-2.0.so.0.8000.0           [.] g_list_find
     0.03%  kworker/4:0-eve  [snd_hda_core]                    [k] 0x0000000000004a91
     0.03%  firefox          libxul.so                         [.] 0x00000000034ba525
     0.03%  firefox          libxul.so                         [.] 0x00000000034ba52c
     0.03%  Xorg             [kernel.kallsyms]                 [k] reweight_entity
     0.03%  Xorg             Xorg                              [.] WaitForSomething
     0.03%  IPC I/O Child    [kernel.kallsyms]                 [k] psi_group_change
     0.03%  swapper          [kernel.kallsyms]                 [k] asm_common_interrupt
     0.03%  swapper          [kernel.kallsyms]                 [k] dequeue_rt_stack
     0.03%  swapper          [kernel.kallsyms]                 [k] perf_pmu_nop_void
     0.03%  URL Classifier   libxul.so                         [.] 0x0000000002a2b26d
     0.03%  firefox          libc.so.6                         [.] 0x0000000000199d79
     0.03%  swapper          [kernel.kallsyms]                 [k] tick_nohz_tick_stopped
     0.03%  tracker-miner-f  libgobject-2.0.so.0.8000.0        [.] g_object_new_valist
     0.03%  swapper          [kernel.kallsyms]                 [k] __rcu_read_unlock
     0.03%  gnome-shell      [kernel.kallsyms]                 [k] do_sys_poll
     0.03%  gnome-shell      libgobject-2.0.so.0.8000.0        [.] g_type_create_instance
     0.03%  swapper          [kernel.kallsyms]                 [k] update_sd_lb_stats.constprop.0
     0.03%  swapper          [kernel.kallsyms]                 [k] restore_regs_and_return_to_kernel
     0.03%  InputThread      [i915]                            [k] skl_plane_check
     0.03%  gnome-shell      libmutter-cogl-14.so.0.0.0        [.] cogl_texture_get_components
     0.03%  kworker/4:0-eve  [kernel.kallsyms]                 [k] native_queued_spin_lock_slowpath
     0.03%  InputThread      libinput.so.10.13.0               [.] 0x000000000002328f
     0.03%  irq/133-ELAN050  [kernel.kallsyms]                 [k] down_trylock
     0.03%  Xorg             [kernel.kallsyms]                 [k] schedule_hrtimeout_range_clock
     0.03%  swapper          [kernel.kallsyms]                 [k] _find_next_bit
     0.03%  tracker-miner-f  libtracker-sparql-3.0.so.0.701.0  [.] 0x00000000000609e6
     0.03%  Xorg             [kernel.kallsyms]                 [k] rw_verify_area
     0.03%  swapper          [kernel.kallsyms]                 [k] rcu_pending
     0.03%  TaskCon~ller #3  libxul.so                         [.] 0x0000000002a0f075
     0.03%  swapper          [kernel.kallsyms]                 [k] i2c_dw_read
     0.03%  gnome-terminal-  libfribidi.so.0.4.0               [.] fribidi_get_par_embedding_levels_ex
     0.03%  swapper          [kernel.kallsyms]                 [k] native_read_msr
     0.03%  gnome-shell      [kernel.kallsyms]                 [k] unix_poll
     0.03%  gnome-shell      [kernel.kallsyms]                 [k] __calc_delta.constprop.0
     0.03%  swapper          [kernel.kallsyms]                 [k] irq_work_tick
     0.03%  usb-storage      [kernel.kallsyms]                 [k] update_curr
     0.03%  gdbus            libgio-2.0.so.0.8000.0            [.] 0x000000000014dab8
